genero,title,vote_average,cast,director
Horror,priest,5.4,Paul Bettany Karl Urban Cam Gigandet Maggie Q Lily Collins,Scott Stewart
Family,sinbad: legend of the seven seas,6.6,Brad Pitt Catherine Zeta-Jones Michelle Pfeiffer Joseph Fiennes Dennis Haysbert,Tim Johnson
Animation,sinbad: legend of the seven seas,6.6,Brad Pitt Catherine Zeta-Jones Michelle Pfeiffer Joseph Fiennes Dennis Haysbert,Tim Johnson
Adventure,sinbad: legend of the seven seas,6.6,Brad Pitt Catherine Zeta-Jones Michelle Pfeiffer Joseph Fiennes Dennis Haysbert,Tim Johnson
Horror,event horizon,6.5,Laurence Fishburne Sam Neill Kathleen Quinlan Joely Richardson Richard T. Jones,Paul W.S. Anderson
Science,event horizon,6.5,Laurence Fishburne Sam Neill Kathleen Quinlan Joely Richardson Richard T. Jones,Paul W.S. Anderson
Fiction,event horizon,6.5,Laurence Fishburne Sam Neill Kathleen Quinlan Joely Richardson Richard T. Jones,Paul W.S. Anderson
Mystery,event horizon,6.5,Laurence Fishburne Sam Neill Kathleen Quinlan Joely Richardson Richard T. Jones,Paul W.S. Anderson
Drama,dragonfly,6.1,Kevin Costner Joe Morton Ron Rifkin Susanna Thompson Kathy Bates,Tom Shadyac
Drama,the black dahlia,5.7,Josh Hartnett Scarlett Johansson Aaron Eckhart Hilary Swank Mia Kirshner,Brian De Palma
Action,flyboys,6.3,James Franco David Ellison Jean Reno Philip Winchester Abdul Salis,Tony Bill
Adventure,flyboys,6.3,James Franco David Ellison Jean Reno Philip Winchester Abdul Salis,Tony Bill
Drama,flyboys,6.3,James Franco David Ellison Jean Reno Philip Winchester Abdul Salis,Tony Bill
History,flyboys,6.3,James Franco David Ellison Jean Reno Philip Winchester Abdul Salis,Tony Bill
Romance,flyboys,6.3,James Franco David Ellison Jean Reno Philip Winchester Abdul Salis,Tony Bill
Action,the last castle,7.0,Robert Redford James Gandolfini Mark Ruffalo Steve Burton Delroy Lindo,Rod Lurie
Drama,the last castle,7.0,Robert Redford James Gandolfini Mark Ruffalo Steve Burton Delroy Lindo,Rod Lurie
Thriller,the last castle,7.0,Robert Redford James Gandolfini Mark Ruffalo Steve Burton Delroy Lindo,Rod Lurie
Horror,supernova,4.9,James Spader Angela Bassett Robert Forster Lou Diamond Phillips Peter Facinelli,Walter Hill
Science,supernova,4.9,James Spader Angela Bassett Robert Forster Lou Diamond Phillips Peter Facinelli,Walter Hill
Fiction,supernova,4.9,James Spader Angela Bassett Robert Forster Lou Diamond Phillips Peter Facinelli,Walter Hill
Thriller,supernova,4.9,James Spader Angela Bassett Robert Forster Lou Diamond Phillips Peter Facinelli,Walter Hill
Drama,winter's tale,6.0,Colin Farrell Jessica Brown Findlay Russell Crowe William Hurt Jennifer Connelly,Akiva Goldsman
Fantasy,winter's tale,6.0,Colin Farrell Jessica Brown Findlay Russell Crowe William Hurt Jennifer Connelly,Akiva Goldsman
Mystery,winter's tale,6.0,Colin Farrell Jessica Brown Findlay Russell Crowe William Hurt Jennifer Connelly,Akiva Goldsman
Romance,winter's tale,6.0,Colin Farrell Jessica Brown Findlay Russell Crowe William Hurt Jennifer Connelly,Akiva Goldsman
Action,the mortal instruments: city of bones,6.2,Lily Collins Jamie Campbell Bower Kevin Zegers Jemima West Robert Sheehan,Harald Zwart
Adventure,the mortal instruments: city of bones,6.2,Lily Collins Jamie Campbell Bower Kevin Zegers Jemima West Robert Sheehan,Harald Zwart
Drama,the mortal instruments: city of bones,6.2,Lily Collins Jamie Campbell Bower Kevin Zegers Jemima West Robert Sheehan,Harald Zwart
Mystery,the mortal instruments: city of bones,6.2,Lily Collins Jamie Campbell Bower Kevin Zegers Jemima West Robert Sheehan,Harald Zwart
Romance,the mortal instruments: city of bones,6.2,Lily Collins Jamie Campbell Bower Kevin Zegers Jemima West Robert Sheehan,Harald Zwart
Comedy,meet dave,5.0,Eddie Murphy Elizabeth Banks Gabrielle Union Scott Caan Ed Helms,Brian Robbins
Science,meet dave,5.0,Eddie Murphy Elizabeth Banks Gabrielle Union Scott Caan Ed Helms,Brian Robbins
Fiction,meet dave,5.0,Eddie Murphy Elizabeth Banks Gabrielle Union Scott Caan Ed Helms,Brian Robbins
Adventure,meet dave,5.0,Eddie Murphy Elizabeth Banks Gabrielle Union Scott Caan Ed Helms,Brian Robbins
Family,meet dave,5.0,Eddie Murphy Elizabeth Banks Gabrielle Union Scott Caan Ed Helms,Brian Robbins
Drama,dark water,5.3,Jennifer Connelly John C. Reilly Tim Roth Dougray Scott Pete Postlethwaite,Walter Salles
Horror,dark water,5.3,Jennifer Connelly John C. Reilly Tim Roth Dougray Scott Pete Postlethwaite,Walter Salles
Thriller,dark water,5.3,Jennifer Connelly John C. Reilly Tim Roth Dougray Scott Pete Postlethwaite,Walter Salles
Comedy,edtv,5.7,Matthew McConaughey Woody Harrelson Sally Kirkland Jenna Elfman Martin Landau,Ron Howard
Adventure,inkheart,6.0,Brendan Fraser Sienna Guillory Andy Serkis Eliza Bennett Paul Bettany,Iain Softley
Family,inkheart,6.0,Brendan Fraser Sienna Guillory Andy Serkis Eliza Bennett Paul Bettany,Iain Softley
Fantasy,inkheart,6.0,Brendan Fraser Sienna Guillory Andy Serkis Eliza Bennett Paul Bettany,Iain Softley
Action,the spirit,4.7,Gabriel Macht Scarlett Johansson Samuel L. Jackson Eva Mendes Paz Vega,Frank Miller
Comedy,the spirit,4.7,Gabriel Macht Scarlett Johansson Samuel L. Jackson Eva Mendes Paz Vega,Frank Miller
Thriller,the spirit,4.7,Gabriel Macht Scarlett Johansson Samuel L. Jackson Eva Mendes Paz Vega,Frank Miller
Crime,the spirit,4.7,Gabriel Macht Scarlett Johansson Samuel L. Jackson Eva Mendes Paz Vega,Frank Miller
Science,the spirit,4.7,Gabriel Macht Scarlett Johansson Samuel L. Jackson Eva Mendes Paz Vega,Frank Miller
Fiction,the spirit,4.7,Gabriel Macht Scarlett Johansson Samuel L. Jackson Eva Mendes Paz Vega,Frank Miller
Comedy,mortdecai,5.4,Johnny Depp Gwyneth Paltrow Ewan McGregor Paul Bettany Olivia Munn,David Koepp
Adventure,mortdecai,5.4,Johnny Depp Gwyneth Paltrow Ewan McGregor Paul Bettany Olivia Munn,David Koepp
Adventure,in the name of the king: a dungeon siege tale,4.1,Jason Statham John Rhys-Davies Ray Liotta Leelee Sobieski Burt Reynolds,Uwe Boll
Fantasy,in the name of the king: a dungeon siege tale,4.1,Jason Statham John Rhys-Davies Ray Liotta Leelee Sobieski Burt Reynolds,Uwe Boll
Action,in the name of the king: a dungeon siege tale,4.1,Jason Statham John Rhys-Davies Ray Liotta Leelee Sobieski Burt Reynolds,Uwe Boll
Drama,in the name of the king: a dungeon siege tale,4.1,Jason Statham John Rhys-Davies Ray Liotta Leelee Sobieski Burt Reynolds,Uwe Boll
Drama,beyond borders,6.7,Angelina Jolie Clive Owen Teri Polo Linus Roache Noah Emmerich,Martin Campbell
Romance,beyond borders,6.7,Angelina Jolie Clive Owen Teri Polo Linus Roache Noah Emmerich,Martin Campbell
Adventure,beyond borders,6.7,Angelina Jolie Clive Owen Teri Polo Linus Roache Noah Emmerich,Martin Campbell
War,beyond borders,6.7,Angelina Jolie Clive Owen Teri Polo Linus Roache Noah Emmerich,Martin Campbell
Action,the monkey king 2,6.0,Aaron Kwok Gong Li William Feng Xiao Shen Yang Him Law,Soi Cheang
Adventure,the monkey king 2,6.0,Aaron Kwok Gong Li William Feng Xiao Shen Yang Him Law,Soi Cheang
Fantasy,the monkey king 2,6.0,Aaron Kwok Gong Li William Feng Xiao Shen Yang Him Law,Soi Cheang
Action,the great raid,6.8,Benjamin Bratt James Franco Connie Nielsen Marton Csokas Joseph Fiennes,John Dahl
History,the great raid,6.8,Benjamin Bratt James Franco Connie Nielsen Marton Csokas Joseph Fiennes,John Dahl
War,the great raid,6.8,Benjamin Bratt James Franco Connie Nielsen Marton Csokas Joseph Fiennes,John Dahl
Action,deadpool,7.4,Ryan Reynolds Morena Baccarin Ed Skrein T.J. Miller Gina Carano,Tim Miller
Adventure,deadpool,7.4,Ryan Reynolds Morena Baccarin Ed Skrein T.J. Miller Gina Carano,Tim Miller
Comedy,deadpool,7.4,Ryan Reynolds Morena Baccarin Ed Skrein T.J. Miller Gina Carano,Tim Miller
Drama,holy man,4.9,Eddie Murphy Jeff Goldblum Kelly Preston Robert Loggia Jon Cryer,Stephen Herek
Comedy,holy man,4.9,Eddie Murphy Jeff Goldblum Kelly Preston Robert Loggia Jon Cryer,Stephen Herek
War,american sniper,7.4,Bradley Cooper Sienna Miller Kyle Gallner Cole Konis Ben Reed,Clint Eastwood
Action,american sniper,7.4,Bradley Cooper Sienna Miller Kyle Gallner Cole Konis Ben Reed,Clint Eastwood
Adventure,goosebumps,6.2,Jack Black Dylan Minnette Odeya Rush Amy Ryan Jillian Bell,Rob Letterman
Horror,goosebumps,6.2,Jack Black Dylan Minnette Odeya Rush Amy Ryan Jillian Bell,Rob Letterman
Comedy,goosebumps,6.2,Jack Black Dylan Minnette Odeya Rush Amy Ryan Jillian Bell,Rob Letterman
Comedy,just like heaven,6.5,Reese Witherspoon Mark Ruffalo Donal Logue Dina Spybey-Waters Ben Shenkman,Mark Waters
Fantasy,just like heaven,6.5,Reese Witherspoon Mark Ruffalo Donal Logue Dina Spybey-Waters Ben Shenkman,Mark Waters
Romance,just like heaven,6.5,Reese Witherspoon Mark Ruffalo Donal Logue Dina Spybey-Waters Ben Shenkman,Mark Waters
Science,the flintstones in viva rock vegas,4.4,Mark Addy Stephen Baldwin Kristen Johnston Jane Krakowski Joan Collins,Brian Levant
Fiction,the flintstones in viva rock vegas,4.4,Mark Addy Stephen Baldwin Kristen Johnston Jane Krakowski Joan Collins,Brian Levant
Comedy,the flintstones in viva rock vegas,4.4,Mark Addy Stephen Baldwin Kristen Johnston Jane Krakowski Joan Collins,Brian Levant
Family,the flintstones in viva rock vegas,4.4,Mark Addy Stephen Baldwin Kristen Johnston Jane Krakowski Joan Collins,Brian Levant
Romance,the flintstones in viva rock vegas,4.4,Mark Addy Stephen Baldwin Kristen Johnston Jane Krakowski Joan Collins,Brian Levant
Action,rambo iii,5.7,Sylvester Stallone Richard Crenna Kurtwood Smith Spiros Foc\u00e1s Sasson Gabai,Peter MacDonald
Adventure,rambo iii,5.7,Sylvester Stallone Richard Crenna Kurtwood Smith Spiros Foc\u00e1s Sasson Gabai,Peter MacDonald
Thriller,rambo iii,5.7,Sylvester Stallone Richard Crenna Kurtwood Smith Spiros Foc\u00e1s Sasson Gabai,Peter MacDonald
War,rambo iii,5.7,Sylvester Stallone Richard Crenna Kurtwood Smith Spiros Foc\u00e1s Sasson Gabai,Peter MacDonald
Comedy,leatherheads,5.7,George Clooney Ren\u00e9e Zellweger John Krasinski Wayne Duvall Stephen Root,George Clooney
Romance,leatherheads,5.7,George Clooney Ren\u00e9e Zellweger John Krasinski Wayne Duvall Stephen Root,George Clooney
Drama,leatherheads,5.7,George Clooney Ren\u00e9e Zellweger John Krasinski Wayne Duvall Stephen Root,George Clooney
Comedy,the ridiculous 6,4.9,Adam Sandler Taylor Lautner Steve Buscemi Terry Crews Danny Trejo,Frank Coraci
Western,the ridiculous 6,4.9,Adam Sandler Taylor Lautner Steve Buscemi Terry Crews Danny Trejo,Frank Coraci
Comedy,did you hear about the morgans?,5.1,Hugh Grant Sarah Jessica Parker Mary Steenburgen Sam Elliott Natalia Klimas,Marc Lawrence
Comedy,the internship,6.1,Owen Wilson Vince Vaughn Rose Byrne Max Minghella Aasif Mandvi,Shawn Levy
Action,resident evil: afterlife,5.8,Milla Jovovich Wentworth Miller Ali Larter Kim Coates Kacey Clarke,Paul W.S. Anderson
Adventure,resident evil: afterlife,5.8,Milla Jovovich Wentworth Miller Ali Larter Kim Coates Kacey Clarke,Paul W.S. Anderson
Horror,resident evil: afterlife,5.8,Milla Jovovich Wentworth Miller Ali Larter Kim Coates Kacey Clarke,Paul W.S. Anderson
Science,resident evil: afterlife,5.8,Milla Jovovich Wentworth Miller Ali Larter Kim Coates Kacey Clarke,Paul W.S. Anderson
Fiction,resident evil: afterlife,5.8,Milla Jovovich Wentworth Miller Ali Larter Kim Coates Kacey Clarke,Paul W.S. Anderson
Drama,red tails,5.9,Bryan Cranston David Oyelowo Cuba Gooding Jr. Daniela Ruah Terrence Howard,Anthony Hemingway
Action,red tails,5.9,Bryan Cranston David Oyelowo Cuba Gooding Jr. Daniela Ruah Terrence Howard,Anthony Hemingway
Adventure,red tails,5.9,Bryan Cranston David Oyelowo Cuba Gooding Jr. Daniela Ruah Terrence Howard,Anthony Hemingway
History,red tails,5.9,Bryan Cranston David Oyelowo Cuba Gooding Jr. Daniela Ruah Terrence Howard,Anthony Hemingway
War,red tails,5.9,Bryan Cranston David Oyelowo Cuba Gooding Jr. Daniela Ruah Terrence Howard,Anthony Hemingway
Drama,the devil's advocate,7.2,Keanu Reeves Al Pacino Charlize Theron Jeffrey Jones Judith Ivey,Taylor Hackford
Horror,the devil's advocate,7.2,Keanu Reeves Al Pacino Charlize Theron Jeffrey Jones Judith Ivey,Taylor Hackford
Mystery,the devil's advocate,7.2,Keanu Reeves Al Pacino Charlize Theron Jeffrey Jones Judith Ivey,Taylor Hackford
Thriller,the devil's advocate,7.2,Keanu Reeves Al Pacino Charlize Theron Jeffrey Jones Judith Ivey,Taylor Hackford
Comedy,that's my boy,5.5,Adam Sandler Susan Sarandon Eva Amurri Martino Leighton Meester Andy Samberg,Sean Anders
Fantasy,dragonheart,6.4,Dennis Quaid David Thewlis Pete Postlethwaite Dina Meyer Julie Christie,Rob Cohen
Action,after the sunset,6.0,Pierce Brosnan Salma Hayek Woody Harrelson Troy Garity Russell Hornsby,Brett Ratner
Comedy,after the sunset,6.0,Pierce Brosnan Salma Hayek Woody Harrelson Troy Garity Russell Hornsby,Brett Ratner
Crime,after the sunset,6.0,Pierce Brosnan Salma Hayek Woody Harrelson Troy Garity Russell Hornsby,Brett Ratner
Drama,after the sunset,6.0,Pierce Brosnan Salma Hayek Woody Harrelson Troy Garity Russell Hornsby,Brett Ratner
Action,ghost rider: spirit of vengeance,4.7,Nicolas Cage Ciar\u00e1n Hinds Violante Placido Fergus Riordan Johnny Whitworth,Brian Taylor
Fantasy,ghost rider: spirit of vengeance,4.7,Nicolas Cage Ciar\u00e1n Hinds Violante Placido Fergus Riordan Johnny Whitworth,Brian Taylor
Thriller,ghost rider: spirit of vengeance,4.7,Nicolas Cage Ciar\u00e1n Hinds Violante Placido Fergus Riordan Johnny Whitworth,Brian Taylor
Drama,captain corelli's mandolin,5.5,Nicolas Cage Pen\u00e9lope Cruz John Hurt Christian Bale Irene Papas,John Madden
History,captain corelli's mandolin,5.5,Nicolas Cage Pen\u00e9lope Cruz John Hurt Christian Bale Irene Papas,John Madden
Romance,captain corelli's mandolin,5.5,Nicolas Cage Pen\u00e9lope Cruz John Hurt Christian Bale Irene Papas,John Madden
Action,the pacifier,5.8,Vin Diesel Lauren Graham Faith Ford Chris Potter Brittany Snow,Adam Shankman
Comedy,the pacifier,5.8,Vin Diesel Lauren Graham Faith Ford Chris Potter Brittany Snow,Adam Shankman
Drama,the pacifier,5.8,Vin Diesel Lauren Graham Faith Ford Chris Potter Brittany Snow,Adam Shankman
Family,the pacifier,5.8,Vin Diesel Lauren Graham Faith Ford Chris Potter Brittany Snow,Adam Shankman
Thriller,the pacifier,5.8,Vin Diesel Lauren Graham Faith Ford Chris Potter Brittany Snow,Adam Shankman
Adventure,walking tall,6.0,Dwayne Johnson Johnny Knoxville Neal McDonough Kristen Wilson Cobie Smulders,Kevin Bray
Drama,walking tall,6.0,Dwayne Johnson Johnny Knoxville Neal McDonough Kristen Wilson Cobie Smulders,Kevin Bray
Action,walking tall,6.0,Dwayne Johnson Johnny Knoxville Neal McDonough Kristen Wilson Cobie Smulders,Kevin Bray
Thriller,walking tall,6.0,Dwayne Johnson Johnny Knoxville Neal McDonough Kristen Wilson Cobie Smulders,Kevin Bray
Comedy,forrest gump,8.2,Tom Hanks Robin Wright Gary Sinise Mykelti Williamson Sally Field,Robert Zemeckis
Drama,forrest gump,8.2,Tom Hanks Robin Wright Gary Sinise Mykelti Williamson Sally Field,Robert Zemeckis
Romance,forrest gump,8.2,Tom Hanks Robin Wright Gary Sinise Mykelti Williamson Sally Field,Robert Zemeckis
Comedy,alvin and the chipmunks,5.5,Jason Lee David Cross Cameron Richardson Jane Lynch Justin Long,Tim Hill
Music,alvin and the chipmunks,5.5,Jason Lee David Cross Cameron Richardson Jane Lynch Justin Long,Tim Hill
Family,alvin and the chipmunks,5.5,Jason Lee David Cross Cameron Richardson Jane Lynch Justin Long,Tim Hill
Fantasy,alvin and the chipmunks,5.5,Jason Lee David Cross Cameron Richardson Jane Lynch Justin Long,Tim Hill
Animation,alvin and the chipmunks,5.5,Jason Lee David Cross Cameron Richardson Jane Lynch Justin Long,Tim Hill
Comedy,meet the parents,6.6,Ben Stiller Robert De Niro Teri Polo Blythe Danner Owen Wilson,Jay Roach
Romance,meet the parents,6.6,Ben Stiller Robert De Niro Teri Polo Blythe Danner Owen Wilson,Jay Roach
Adventure,pocahontas,6.7,Irene Bedard Mel Gibson David Ogden Stiers John Kassir Russell Means,Mike Gabriel
Animation,pocahontas,6.7,Irene Bedard Mel Gibson David Ogden Stiers John Kassir Russell Means,Mike Gabriel
Drama,pocahontas,6.7,Irene Bedard Mel Gibson David Ogden Stiers John Kassir Russell Means,Mike Gabriel
Family,pocahontas,6.7,Irene Bedard Mel Gibson David Ogden Stiers John Kassir Russell Means,Mike Gabriel
Action,superman,6.9,Christopher Reeve Marlon Brando Margot Kidder Gene Hackman Ned Beatty,Richard Donner
Adventure,superman,6.9,Christopher Reeve Marlon Brando Margot Kidder Gene Hackman Ned Beatty,Richard Donner
Fantasy,superman,6.9,Christopher Reeve Marlon Brando Margot Kidder Gene Hackman Ned Beatty,Richard Donner
Science,superman,6.9,Christopher Reeve Marlon Brando Margot Kidder Gene Hackman Ned Beatty,Richard Donner
Fiction,superman,6.9,Christopher Reeve Marlon Brando Margot Kidder Gene Hackman Ned Beatty,Richard Donner
Fantasy,the nutty professor,5.4,Eddie Murphy Jada Pinkett Smith James Coburn Larry Miller Dave Chappelle,Tom Shadyac
Comedy,the nutty professor,5.4,Eddie Murphy Jada Pinkett Smith James Coburn Larry Miller Dave Chappelle,Tom Shadyac
Romance,the nutty professor,5.4,Eddie Murphy Jada Pinkett Smith James Coburn Larry Miller Dave Chappelle,Tom Shadyac
Science,the nutty professor,5.4,Eddie Murphy Jada Pinkett Smith James Coburn Larry Miller Dave Chappelle,Tom Shadyac
Fiction,the nutty professor,5.4,Eddie Murphy Jada Pinkett Smith James Coburn Larry Miller Dave Chappelle,Tom Shadyac
Comedy,hitch,6.4,Will Smith Eva Mendes Kevin James Amber Valletta Julie Ann Emery,Andy Tennant
Drama,hitch,6.4,Will Smith Eva Mendes Kevin James Amber Valletta Julie Ann Emery,Andy Tennant
Romance,hitch,6.4,Will Smith Eva Mendes Kevin James Amber Valletta Julie Ann Emery,Andy Tennant
Adventure,george of the jungle,5.4,Brendan Fraser Leslie Mann Thomas Haden Church John Cleese Richard Roundtree,Sam Weisman
Comedy,george of the jungle,5.4,Brendan Fraser Leslie Mann Thomas Haden Church John Cleese Richard Roundtree,Sam Weisman
Family,george of the jungle,5.4,Brendan Fraser Leslie Mann Thomas Haden Church John Cleese Richard Roundtree,Sam Weisman
Romance,george of the jungle,5.4,Brendan Fraser Leslie Mann Thomas Haden Church John Cleese Richard Roundtree,Sam Weisman
Comedy,american wedding,6.0,Jason Biggs Alyson Hannigan Seann William Scott Eddie Kaye Thomas Thomas Ian Nicholas,Jesse Dylan
Romance,american wedding,6.0,Jason Biggs Alyson Hannigan Seann William Scott Eddie Kaye Thomas Thomas Ian Nicholas,Jesse Dylan
Action,captain phillips,7.6,Tom Hanks Catherine Keener Max Martini Chris Mulkey Yul Vazquez,Paul Greengrass
Drama,captain phillips,7.6,Tom Hanks Catherine Keener Max Martini Chris Mulkey Yul Vazquez,Paul Greengrass
Thriller,captain phillips,7.6,Tom Hanks Catherine Keener Max Martini Chris Mulkey Yul Vazquez,Paul Greengrass
Comedy,date night,5.9,Tina Fey Steve Carell Mark Wahlberg Taraji P. Henson Jimmi Simpson,Shawn Levy
Fantasy,casper,6.0,Christina Ricci Bill Pullman Cathy Moriarty Eric Idle Joe Nipote,Brad Silberling
Comedy,casper,6.0,Christina Ricci Bill Pullman Cathy Moriarty Eric Idle Joe Nipote,Brad Silberling
Family,casper,6.0,Christina Ricci Bill Pullman Cathy Moriarty Eric Idle Joe Nipote,Brad Silberling
Thriller,the equalizer,7.1,Denzel Washington Marton Csokas Chlo\u00eb Grace Moretz David Harbour Haley Bennett,Antoine Fuqua
Action,the equalizer,7.1,Denzel Washington Marton Csokas Chlo\u00eb Grace Moretz David Harbour Haley Bennett,Antoine Fuqua
Crime,the equalizer,7.1,Denzel Washington Marton Csokas Chlo\u00eb Grace Moretz David Harbour Haley Bennett,Antoine Fuqua
Comedy,maid in manhattan,5.6,Jennifer Lopez Ralph Fiennes Natasha Richardson Stanley Tucci Tyler Posey,Wayne Wang
Drama,maid in manhattan,5.6,Jennifer Lopez Ralph Fiennes Natasha Richardson Stanley Tucci Tyler Posey,Wayne Wang
Romance,maid in manhattan,5.6,Jennifer Lopez Ralph Fiennes Natasha Richardson Stanley Tucci Tyler Posey,Wayne Wang
Action,crimson tide,7.0,Denzel Washington Gene Hackman Matt Craven George Dzundza Viggo Mortensen,Tony Scott
Thriller,crimson tide,7.0,Denzel Washington Gene Hackman Matt Craven George Dzundza Viggo Mortensen,Tony Scott
Drama,crimson tide,7.0,Denzel Washington Gene Hackman Matt Craven George Dzundza Viggo Mortensen,Tony Scott
